A,CCCCCSOP(=O)(c1ccccc1)OCC,3.0585
1,CCOP(=O)(c1ccccc1)OSCCCCCC1CCCCC1,1.5331
2,CCOP(=O)(c1ccccc1)OSCCCCCC1CCCC1,1.3922
3,CCOP(=O)(c1ccccc1)OSCCCCCC1CCC1,1.2514
4,CCOP(=O)(c1ccccc1)OSCCCCCC1CC1,1.1105
5,CCCCC(SOP(=O)(c1ccccc1)OCC)C,1.7767
6,CCCC(CSOP(=O)(c1ccccc1)OCC)(C)C,3.9056
7,NCCCCCSOP(=O)(c1ccccc1)OCC,4.6743
8,CCOP(=O)(c1ccccc1)OSCCCCCNCC,5.6039
9,FCCCCCSOP(=O)(c1ccccc1)OCC,7.638
10,CCOP(=O)(c1ccccc1)OSCCCCC(N)C,7.5831
,,
